shipment_id,order_id,sku,supplier_id,shipment_date,expected_delivery_date,actual_delivery_date,shipment_status,carrier,quantity_shipped,shipping_cost,delay_reason,delivery_delay_days,is_delivered,is_delayed,is_lost,is_in_transit,delivered_on_time_flag
SHP-900174,ORD-510768,SKU-10466,SUP-247,2024-01-11,2024-01-18,2024-01-25,Delayed,DHL,6,5.48,Address Issue,7.0,False,True,False,False,False
SHP-900175,ORD-502532,SKU-10278,SUP-248,2024-01-03,2024-01-13,2024-01-13,Delivered,DHL,15,7.83,,0.0,True,False,False,False,True
SHP-900176,ORD-502457,SKU-10065,SUP-249,2024-01-05,2024-01-09,2024-01-12,Delayed,FedEx,23,6.8,Address Issue,3.0,False,True,False,False,False
SHP-900177,ORD-519186,SKU-10287,SUP-217,2024-01-20,2024-01-28,2024-01-29,Delivered,DHL,14,8.55,,1.0,True,True,False,False,False
SHP-900178,ORD-527235,SKU-10149,SUP-215,2024-01-28,2024-01-31,2024-01-31,Delivered,DHL,7,7.34,,0.0,True,False,False,False,True
SHP-900179,ORD-522291,SKU-10395,SUP-234,2024-01-25,2024-02-03,2024-02-02,Delivered,FedEx,21,10.4,,-1.0,True,False,False,False,True
SHP-900180,ORD-511212,SKU-10031,SUP-214,2024-01-15,2024-01-23,2024-01-25,Delivered,FedEx,10,5.79,,2.0,True,True,False,False,False
SHP-900181,ORD-500505,SKU-10338,SUP-245,2024-01-01,2024-01-07,2024-01-07,Delivered,FreightCo,12,8.56,,0.0,True,False,False,False,True
SHP-900182,ORD-523112,SKU-10005,SUP-226,2024-01-25,2024-01-29,2024-01-30,Delivered,FreightCo,27,7.4,,1.0,True,True,False,False,False
SHP-900183,ORD-518779,SKU-10128,SUP-226,2024-01-21,2024-01-28,2024-01-27,Delivered,FreightCo,35,11.71,,-1.0,True,False,False,False,True
SHP-900184,ORD-519082,SKU-10323,SUP-224,2024-01-21,2024-01-25,,In-Transit,USPS,16,9.95,,,False,False,False,True,False
SHP-900185,ORD-517894,SKU-10481,SUP-244,2024-01-21,2024-01-28,2024-01-29,Delivered,USPS,5,6.39,,1.0,True,True,False,False,False
SHP-900186,ORD-519006,SKU-10397,SUP-224,2024-01-20,2024-01-25,2024-01-24,Delivered,DHL,25,8.33,,-1.0,True,False,False,False,True
SHP-900187,ORD-519690,SKU-10340,SUP-219,2024-01-20,2024-01-29,2024-02-03,Delayed,USPS,8,6.2,Address Issue,5.0,False,True,False,False,False
SHP-900188,ORD-527093,SKU-10472,SUP-247,2024-01-31,2024-02-03,2024-02-03,Delivered,USPS,10,7.03,,0.0,True,False,False,False,True
SHP-900189,ORD-523179,SKU-10144,SUP-214,2024-01-25,2024-01-31,2024-01-30,Delivered,DHL,49,24.08,,-1.0,True,False,False,False,True
SHP-900190,ORD-512626,SKU-10350,SUP-227,2024-01-13,2024-01-22,2024-01-21,Delivered,FreightCo,16,6.04,,-1.0,True,False,False,False,True
SHP-900191,ORD-503834,SKU-10331,SUP-221,2024-01-04,2024-01-09,2024-01-11,Delivered,FreightCo,42,8.18,,2.0,True,True,False,False,False
SHP-900192,ORD-501330,SKU-10455,SUP-246,2024-01-04,2024-01-09,2024-01-11,Delivered,FreightCo,39,7.98,,2.0,True,True,False,False,False
SHP-900193,ORD-521466,SKU-10112,SUP-208,2024-01-24,2024-01-27,,Lost,UPS,12,6.51,Inventory Shortage,,False,False,True,False,False
SHP-900194,ORD-523828,SKU-10338,SUP-225,2024-01-26,2024-02-04,2024-02-03,Delivered,UPS,18,9.85,,-1.0,True,False,False,False,True
SHP-900195,ORD-502541,SKU-10391,SUP-205,2024-01-04,2024-01-09,2024-01-11,Delivered,FedEx,16,9.93,,2.0,True,True,False,False,False
SHP-900196,ORD-528612,SKU-10237,SUP-229,2024-01-31,2024-02-06,2024-02-06,Delivered,DHL,31,16.86,,0.0,True,False,False,False,True
SHP-900197,ORD-521995,SKU-10389,SUP-224,2024-01-25,2024-02-02,2024-02-04,Delivered,FreightCo,29,7.53,,2.0,True,True,False,False,False
SHP-900198,ORD-511899,SKU-10177,SUP-220,2024-01-12,2024-01-22,2024-01-22,Delivered,FreightCo,28,8.24,,0.0,True,False,False,False,True
SHP-900199,ORD-525872,SKU-10231,SUP-217,2024-01-27,2024-02-06,2024-02-09,Delayed,DHL,36,9.69,Address Issue,3.0,False,True,False,False,False
SHP-900200,ORD-526225,SKU-10144,SUP-205,2024-01-30,2024-02-05,2024-02-04,Delivered,USPS,39,20.25,,-1.0,True,False,False,False,True
SHP-900201,ORD-515805,SKU-10487,SUP-203,2024-01-19,2024-01-24,,Lost,FedEx,4,6.18,Carrier Backlog,,False,False,True,False,False
SHP-900202,ORD-509555,SKU-10320,SUP-241,2024-01-10,2024-01-13,2024-01-12,Delivered,UPS,27,10.24,,-1.0,True,False,False,False,True
SHP-900203,ORD-507567,SKU-10413,SUP-248,2024-01-08,2024-01-14,2024-01-16,Delivered,FedEx,22,7.35,,2.0,True,True,False,False,False
SHP-900204,ORD-503507,SKU-10018,SUP-212,2024-01-05,2024-01-10,2024-01-16,Delayed,FedEx,20,12.58,Inventory Shortage,6.0,False,True,False,False,False
SHP-900205,ORD-508834,SKU-10193,SUP-215,2024-01-11,2024-01-21,2024-01-20,Delivered,UPS,23,11.09,,-1.0,True,False,False,False,True
SHP-900206,ORD-518784,SKU-10252,SUP-236,2024-01-20,2024-01-24,,In-Transit,FreightCo,30,16.29,,,False,False,False,True,False
SHP-900207,ORD-529857,SKU-10173,SUP-244,2024-01-31,2024-02-05,2024-02-04,Delivered,DHL,41,9.42,,-1.0,True,False,False,False,True
SHP-900208,ORD-523587,SKU-10100,SUP-210,2024-01-27,2024-01-30,2024-01-30,Delivered,UPS,16,10.34,,0.0,True,False,False,False,True
SHP-900209,ORD-528267,SKU-10113,SUP-249,2024-02-01,2024-02-10,2024-02-12,Delayed,UPS,48,13.73,Carrier Backlog,2.0,False,True,False,False,False
SHP-900210,ORD-505844,SKU-10215,SUP-237,2024-01-07,2024-01-16,2024-01-15,Delivered,DHL,45,22.53,,-1.0,True,False,False,False,True
SHP-900211,ORD-526476,SKU-10430,SUP-236,2024-01-29,2024-02-01,2024-01-31,Delivered,FreightCo,28,7.02,,-1.0,True,False,False,False,True
SHP-900212,ORD-524198,SKU-10195,SUP-225,2024-01-25,2024-01-30,,In-Transit,FedEx,45,9.36,,,False,False,False,True,False
SHP-900213,ORD-528881,SKU-10256,SUP-204,2024-01-29,2024-02-08,2024-02-09,Delivered,FedEx,43,20.16,,1.0,True,True,False,False,False
SHP-900214,ORD-504845,SKU-10163,SUP-206,2024-01-05,2024-01-12,2024-01-13,Delivered,DHL,38,16.87,,1.0,True,True,False,False,False
SHP-900215,ORD-504985,SKU-10450,SUP-243,2024-01-07,2024-01-14,2024-01-15,Delivered,UPS,21,11.7,,1.0,True,True,False,False,False
SHP-900216,ORD-523399,SKU-10333,SUP-236,2024-01-24,2024-01-28,2024-01-31,Delayed,USPS,40,12.29,Carrier Backlog,3.0,False,True,False,False,False
SHP-900217,ORD-525569,SKU-10329,SUP-227,2024-01-26,2024-02-03,2024-02-02,Delivered,UPS,40,8.81,,-1.0,True,False,False,False,True
SHP-900218,ORD-520262,SKU-10344,SUP-232,2024-01-23,2024-01-30,2024-01-29,Delivered,UPS,14,6.72,,-1.0,True,False,False,False,True
SHP-900219,ORD-520856,SKU-10228,SUP-226,2024-01-21,2024-01-24,2024-01-27,Delayed,FreightCo,22,8.86,Weather Delay,3.0,False,True,False,False,False
SHP-900220,ORD-526822,SKU-10345,SUP-223,2024-01-30,2024-02-08,2024-02-08,Delivered,FreightCo,22,9.94,,0.0,True,False,False,False,True
SHP-900221,ORD-509317,SKU-10108,SUP-245,2024-01-11,2024-01-19,2024-01-20,Delivered,FedEx,32,12.43,,1.0,True,True,False,False,False
SHP-900222,ORD-525506,SKU-10269,SUP-246,2024-01-29,2024-02-01,2024-02-01,Delivered,DHL,45,22.5,,0.0,True,False,False,False,True
SHP-900223,ORD-514847,SKU-10253,SUP-239,2024-01-16,2024-01-24,2024-01-28,Delayed,FreightCo,21,9.02,Inventory Shortage,4.0,False,True,False,False,False
SHP-900224,ORD-507842,SKU-10435,SUP-229,2024-01-11,2024-01-20,2024-01-21,Delivered,USPS,40,12.89,,1.0,True,True,False,False,False
SHP-900225,ORD-528647,SKU-10083,SUP-217,2024-01-29,2024-02-05,2024-02-05,Delivered,FedEx,18,10.34,,0.0,True,False,False,False,True
SHP-900226,ORD-529984,SKU-10099,SUP-205,2024-02-01,2024-02-10,2024-02-10,Delivered,FreightCo,25,11.65,,0.0,True,False,False,False,True
SHP-900227,ORD-513048,SKU-10278,SUP-215,2024-01-15,2024-01-23,2024-01-26,Delayed,USPS,29,12.44,Inventory Shortage,3.0,False,True,False,False,False
SHP-900228,ORD-525099,SKU-10494,SUP-242,2024-01-27,2024-02-05,2024-02-06,Delivered,UPS,1,5.08,,1.0,True,True,False,False,False
SHP-900229,ORD-514856,SKU-10050,SUP-231,2024-01-16,2024-01-22,2024-01-24,Delayed,FreightCo,5,6.15,Customs Hold,2.0,False,True,False,False,False
SHP-900230,ORD-525013,SKU-10012,SUP-213,2024-01-29,2024-02-07,2024-02-09,Delivered,DHL,10,6.54,,2.0,True,True,False,False,False
SHP-900231,ORD-510739,SKU-10268,SUP-221,2024-01-12,2024-01-17,2024-01-16,Delivered,USPS,16,11.12,,-1.0,True,False,False,False,True
SHP-900232,ORD-516094,SKU-10470,SUP-244,2024-01-20,2024-01-24,2024-01-26,Delayed,UPS,11,7.44,Inventory Shortage,2.0,False,True,False,False,False
SHP-900233,ORD-502208,SKU-10335,SUP-233,2024-01-06,2024-01-12,,In-Transit,UPS,24,10.06,,,False,False,False,True,False
SHP-900234,ORD-518840,SKU-10400,SUP-215,2024-01-20,2024-01-28,2024-01-27,Delivered,FreightCo,5,5.86,,-1.0,True,False,False,False,True
SHP-900235,ORD-528272,SKU-10186,SUP-235,2024-01-30,2024-02-04,2024-02-08,Delayed,FreightCo,7,5.94,Address Issue,4.0,False,True,False,False,False
SHP-900236,ORD-522372,SKU-10414,SUP-228,2024-01-25,2024-02-03,2024-02-05,Delayed,DHL,12,7.53,Weather Delay,2.0,False,True,False,False,False
SHP-900237,ORD-502266,SKU-10254,SUP-214,2024-01-06,2024-01-15,2024-01-16,Delivered,FedEx,21,7.07,,1.0,True,True,False,False,False
SHP-900238,ORD-505226,SKU-10135,SUP-219,2024-01-09,2024-01-15,2024-01-17,Delivered,DHL,21,11.17,,2.0,True,True,False,False,False
SHP-900239,ORD-528301,SKU-10355,SUP-230,2024-01-29,2024-02-03,2024-02-05,Delivered,DHL,34,12.34,,2.0,True,True,False,False,False
SHP-900240,ORD-521578,SKU-10381,SUP-227,2024-01-22,2024-02-01,,Lost,DHL,25,7.76,Inventory Shortage,,False,False,True,False,False
SHP-900241,ORD-520122,SKU-10295,SUP-222,2024-01-22,2024-01-27,2024-01-28,Delivered,DHL,8,7.7,,1.0,True,True,False,False,False
SHP-900242,ORD-517892,SKU-10050,SUP-219,2024-01-19,2024-01-25,2024-01-25,Delivered,UPS,4,5.45,,0.0,True,False,False,False,True
SHP-900243,ORD-520927,SKU-10045,SUP-246,2024-01-21,2024-01-29,2024-01-28,Delivered,UPS,38,14.01,,-1.0,True,False,False,False,True
SHP-900244,ORD-513022,SKU-10322,SUP-247,2024-01-17,2024-01-21,2024-01-21,Delivered,FedEx,26,9.61,,0.0,True,False,False,False,True
SHP-900245,ORD-520736,SKU-10373,SUP-212,2024-01-22,2024-01-26,2024-01-25,Delivered,FreightCo,27,9.39,,-1.0,True,False,False,False,True
SHP-900246,ORD-527366,SKU-10276,SUP-217,2024-01-29,2024-02-01,2024-02-02,Delivered,USPS,24,11.47,,1.0,True,True,False,False,False
SHP-900247,ORD-511740,SKU-10370,SUP-238,2024-01-14,2024-01-24,2024-01-24,Delivered,UPS,9,5.94,,0.0,True,False,False,False,True
SHP-900248,ORD-506547,SKU-10326,SUP-212,2024-01-10,2024-01-17,2024-01-16,Delivered,DHL,18,7.64,,-1.0,True,False,False,False,True
SHP-900249,ORD-503282,SKU-10331,SUP-211,2024-01-04,2024-01-14,2024-01-13,Delivered,USPS,13,8.37,,-1.0,True,False,False,False,True
SHP-900250,ORD-515614,SKU-10424,SUP-208,2024-01-19,2024-01-28,2024-01-29,Delivered,UPS,32,10.75,,1.0,True,True,False,False,False
SHP-900251,ORD-523661,SKU-10231,SUP-235,2024-01-25,2024-02-02,2024-02-02,Delivered,FedEx,49,20.48,,0.0,True,False,False,False,True
SHP-900252,ORD-502276,SKU-10349,SUP-240,2024-01-04,2024-01-14,2024-01-17,Delayed,UPS,1,5.31,Address Issue,3.0,False,True,False,False,False
SHP-900253,ORD-526050,SKU-10310,SUP-200,2024-01-28,2024-02-02,2024-02-04,Delivered,FreightCo,14,6.35,,2.0,True,True,False,False,False
SHP-900254,ORD-512354,SKU-10051,SUP-230,2024-01-15,2024-01-24,2024-01-25,Delivered,FedEx,26,10.96,,1.0,True,True,False,False,False
SHP-900255,ORD-516485,SKU-10182,SUP-203,2024-01-19,2024-01-25,2024-01-24,Delivered,FreightCo,38,18.43,,-1.0,True,False,False,False,True
SHP-900256,ORD-519535,SKU-10357,SUP-207,2024-01-21,2024-01-26,2024-01-30,Delayed,FreightCo,20,7.7,Address Issue,4.0,False,True,False,False,False
SHP-900257,ORD-518673,SKU-10485,SUP-204,2024-01-19,2024-01-28,2024-01-27,Delivered,UPS,44,10.01,,-1.0,True,False,False,False,True
SHP-900258,ORD-508696,SKU-10316,SUP-209,2024-01-11,2024-01-14,2024-01-13,Delivered,USPS,44,10.46,,-1.0,True,False,False,False,True
SHP-900259,ORD-522564,SKU-10233,SUP-219,2024-01-24,2024-02-01,2024-02-03,Delivered,FedEx,33,9.34,,2.0,True,True,False,False,False
SHP-900260,ORD-516379,SKU-10009,SUP-207,2024-01-17,2024-01-23,2024-01-22,Delivered,FreightCo,40,16.51,,-1.0,True,False,False,False,True
SHP-900261,ORD-525294,SKU-10419,SUP-238,2024-01-28,2024-01-31,2024-01-30,Delivered,USPS,41,13.93,,-1.0,True,False,False,False,True
SHP-900262,ORD-528680,SKU-10079,SUP-214,2024-02-01,2024-02-10,2024-02-17,Delayed,FreightCo,10,7.55,Address Issue,7.0,False,True,False,False,False
SHP-900263,ORD-524991,SKU-10495,SUP-228,2024-01-28,2024-02-07,2024-02-06,Delivered,USPS,19,9.7,,-1.0,True,False,False,False,True
SHP-900264,ORD-529669,SKU-10121,SUP-227,2024-01-31,2024-02-03,2024-02-02,Delivered,USPS,5,5.89,,-1.0,True,False,False,False,True
SHP-900265,ORD-505836,SKU-10112,SUP-203,2024-01-07,2024-01-17,2024-01-17,Delivered,UPS,30,9.07,,0.0,True,False,False,False,True
SHP-900266,ORD-510235,SKU-10151,SUP-248,2024-01-13,2024-01-20,2024-01-20,Delivered,FedEx,10,7.62,,0.0,True,False,False,False,True
SHP-900267,ORD-522824,SKU-10335,SUP-216,2024-01-23,2024-01-30,2024-01-30,Delivered,FedEx,10,6.29,,0.0,True,False,False,False,True
SHP-900268,ORD-500279,SKU-10390,SUP-215,2024-01-02,2024-01-11,2024-01-13,Delivered,UPS,45,9.78,,2.0,True,True,False,False,False
SHP-900269,ORD-522376,SKU-10400,SUP-210,2024-01-25,2024-02-02,2024-02-02,Delivered,FreightCo,29,14.63,,0.0,True,False,False,False,True
SHP-900270,ORD-525273,SKU-10157,SUP-244,2024-01-29,2024-02-07,2024-02-06,Delivered,DHL,6,5.47,,-1.0,True,False,False,False,True
SHP-900271,ORD-505160,SKU-10377,SUP-202,2024-01-08,2024-01-17,2024-01-19,Delivered,DHL,22,11.47,,2.0,True,True,False,False,False
SHP-900272,ORD-529752,SKU-10470,SUP-244,2024-02-02,2024-02-11,2024-02-18,Delayed,FedEx,31,10.87,Weather Delay,7.0,False,True,False,False,False
SHP-900273,ORD-503690,SKU-10127,SUP-216,2024-01-07,2024-01-12,2024-01-17,Delayed,FedEx,13,5.67,Inventory Shortage,5.0,False,True,False,False,False
SHP-900274,ORD-505915,SKU-10072,SUP-227,2024-01-07,2024-01-10,2024-01-10,Delivered,FedEx,12,6.32,,0.0,True,False,False,False,True
SHP-900275,ORD-511578,SKU-10189,SUP-241,2024-01-14,2024-01-22,2024-01-21,Delivered,DHL,39,16.76,,-1.0,True,False,False,False,True
SHP-900276,ORD-518078,SKU-10164,SUP-209,2024-01-21,2024-01-31,2024-01-31,Delivered,FedEx,1,5.15,,0.0,True,False,False,False,True
SHP-900277,ORD-519536,SKU-10469,SUP-219,2024-01-23,2024-01-30,2024-01-30,Delivered,USPS,3,6.17,,0.0,True,False,False,False,True
SHP-900278,ORD-526023,SKU-10384,SUP-218,2024-01-30,2024-02-04,2024-02-06,Delivered,FreightCo,17,8.87,,2.0,True,True,False,False,False
SHP-900279,ORD-529719,SKU-10177,SUP-244,2024-01-30,2024-02-05,2024-02-06,Delivered,FreightCo,21,11.25,,1.0,True,True,False,False,False
SHP-900280,ORD-521739,SKU-10331,SUP-217,2024-01-23,2024-02-02,2024-02-02,Delivered,FreightCo,8,7.03,,0.0,True,False,False,False,True
SHP-900281,ORD-525743,SKU-10095,SUP-228,2024-01-28,2024-02-06,2024-02-08,Delivered,UPS,3,5.49,,2.0,True,True,False,False,False
SHP-900282,ORD-520552,SKU-10187,SUP-227,2024-01-23,2024-01-26,2024-01-26,Delivered,USPS,34,10.71,,0.0,True,False,False,False,True
SHP-900283,ORD-511702,SKU-10089,SUP-216,2024-01-13,2024-01-20,2024-01-21,Delivered,FedEx,6,6.45,,1.0,True,True,False,False,False
SHP-900284,ORD-511514,SKU-10231,SUP-243,2024-01-13,2024-01-20,2024-01-23,Delayed,USPS,44,8.55,Inventory Shortage,3.0,False,True,False,False,False
SHP-900285,ORD-509006,SKU-10073,SUP-201,2024-01-12,2024-01-19,,Lost,USPS,16,5.82,Carrier Backlog,,False,False,True,False,False
SHP-900286,ORD-511742,SKU-10179,SUP-202,2024-01-12,2024-01-17,2024-01-24,Delayed,FreightCo,6,6.16,Customs Hold,7.0,False,True,False,False,False
SHP-900287,ORD-528261,SKU-10215,SUP-233,2024-01-30,2024-02-08,2024-02-07,Delivered,DHL,15,10.22,,-1.0,True,False,False,False,True
SHP-900288,ORD-516469,SKU-10072,SUP-211,2024-01-20,2024-01-26,,Lost,FreightCo,18,8.47,Address Issue,,False,False,True,False,False
SHP-900289,ORD-513676,SKU-10122,SUP-205,2024-01-14,2024-01-24,2024-01-25,Delivered,FreightCo,31,16.73,,1.0,True,True,False,False,False
SHP-900290,ORD-520163,SKU-10217,SUP-221,2024-01-24,2024-01-29,2024-01-30,Delivered,UPS,37,18.85,,1.0,True,True,False,False,False
SHP-900291,ORD-516785,SKU-10465,SUP-210,2024-01-20,2024-01-28,2024-01-30,Delivered,FreightCo,38,18.1,,2.0,True,True,False,False,False
SHP-900292,ORD-529322,SKU-10387,SUP-218,2024-02-02,2024-02-07,2024-02-06,Delivered,FreightCo,18,10.63,,-1.0,True,False,False,False,True
SHP-900293,ORD-515693,SKU-10027,SUP-248,2024-01-19,2024-01-27,2024-01-28,Delivered,FreightCo,21,7.26,,1.0,True,True,False,False,False
SHP-900294,ORD-517335,SKU-10203,SUP-205,2024-01-18,2024-01-23,2024-01-24,Delivered,DHL,38,15.33,,1.0,True,True,False,False,False
SHP-900295,ORD-503735,SKU-10219,SUP-207,2024-01-05,2024-01-11,,In-Transit,FreightCo,21,8.37,,,False,False,False,True,False
SHP-900296,ORD-525484,SKU-10419,SUP-232,2024-01-27,2024-01-30,2024-02-02,Delayed,USPS,25,13.4,Weather Delay,3.0,False,True,False,False,False
SHP-900297,ORD-503643,SKU-10450,SUP-229,2024-01-06,2024-01-16,2024-01-16,Delivered,FedEx,37,18.5,,0.0,True,False,False,False,True
SHP-900298,ORD-507198,SKU-10456,SUP-233,2024-01-08,2024-01-16,2024-01-15,Delivered,FreightCo,36,16.22,,-1.0,True,False,False,False,True
SHP-900299,ORD-525365,SKU-10017,SUP-240,2024-01-28,2024-01-31,2024-01-30,Delivered,UPS,10,6.74,,-1.0,True,False,False,False,True
SHP-900300,ORD-524936,SKU-10064,SUP-213,2024-01-27,2024-02-05,2024-02-05,Delivered,FedEx,47,16.29,,0.0,True,False,False,False,True
SHP-900301,ORD-521305,SKU-10456,SUP-218,2024-01-25,2024-02-04,2024-02-05,Delivered,FreightCo,13,8.12,,1.0,True,True,False,False,False
SHP-900302,ORD-529365,SKU-10456,SUP-207,2024-01-31,2024-02-08,2024-02-09,Delivered,USPS,24,11.47,,1.0,True,True,False,False,False
SHP-900303,ORD-521523,SKU-10269,SUP-215,2024-01-25,2024-01-29,2024-01-31,Delivered,DHL,46,9.98,,2.0,True,True,False,False,False
SHP-900304,ORD-521718,SKU-10078,SUP-235,2024-01-24,2024-01-31,2024-01-30,Delivered,FreightCo,31,12.34,,-1.0,True,False,False,False,True
SHP-900305,ORD-501837,SKU-10226,SUP-205,2024-01-04,2024-01-09,2024-01-11,Delivered,UPS,28,16.18,,2.0,True,True,False,False,False
SHP-900306,ORD-529915,SKU-10090,SUP-229,2024-01-30,2024-02-02,,In-Transit,FedEx,2,5.59,,,False,False,False,True,False
SHP-900307,ORD-510984,SKU-10174,SUP-231,2024-01-13,2024-01-22,,In-Transit,DHL,10,6.0,,,False,False,False,True,False
SHP-900308,ORD-509303,SKU-10491,SUP-232,2024-01-13,2024-01-21,2024-01-21,Delivered,FreightCo,27,13.56,,0.0,True,False,False,False,True
SHP-900309,ORD-512799,SKU-10423,SUP-230,2024-01-15,2024-01-19,,Lost,FreightCo,36,11.11,Customs Hold,,False,False,True,False,False
SHP-900310,ORD-501457,SKU-10200,SUP-235,2024-01-03,2024-01-10,2024-01-11,Delivered,FedEx,44,13.03,,1.0,True,True,False,False,False
SHP-900311,ORD-501092,SKU-10216,SUP-238,2024-01-02,2024-01-12,2024-01-14,Delivered,FedEx,17,8.21,,2.0,True,True,False,False,False
SHP-900312,ORD-504149,SKU-10130,SUP-204,2024-01-05,2024-01-15,2024-01-14,Delivered,FreightCo,32,12.05,,-1.0,True,False,False,False,True
SHP-900313,ORD-511008,SKU-10172,SUP-221,2024-01-15,2024-01-21,,In-Transit,USPS,46,19.73,,,False,False,False,True,False
SHP-900314,ORD-527068,SKU-10465,SUP-217,2024-01-30,2024-02-08,2024-02-12,Delayed,DHL,17,9.98,Carrier Backlog,4.0,False,True,False,False,False
SHP-900315,ORD-509189,SKU-10205,SUP-237,2024-01-13,2024-01-17,2024-01-18,Delivered,FreightCo,22,10.71,,1.0,True,True,False,False,False
SHP-900316,ORD-504932,SKU-10346,SUP-209,2024-01-08,2024-01-13,2024-01-13,Delivered,FreightCo,11,9.05,,0.0,True,False,False,False,True
SHP-900317,ORD-514465,SKU-10393,SUP-222,2024-01-16,2024-01-24,2024-01-26,Delivered,USPS,32,11.34,,2.0,True,True,False,False,False
SHP-900318,ORD-504556,SKU-10089,SUP-224,2024-01-06,2024-01-14,2024-01-15,Delivered,DHL,32,8.32,,1.0,True,True,False,False,False
SHP-900319,ORD-511488,SKU-10475,SUP-212,2024-01-12,2024-01-22,,Lost,USPS,49,16.13,Customs Hold,,False,False,True,False,False
SHP-900320,ORD-512074,SKU-10363,SUP-224,2024-01-13,2024-01-16,2024-01-17,Delivered,FreightCo,2,5.61,,1.0,True,True,False,False,False
SHP-900321,ORD-525101,SKU-10469,SUP-202,2024-01-28,2024-02-03,2024-02-05,Delivered,FreightCo,2,5.5,,2.0,True,True,False,False,False
SHP-900322,ORD-516797,SKU-10320,SUP-245,2024-01-20,2024-01-27,,In-Transit,FreightCo,6,7.24,,,False,False,False,True,False
SHP-900323,ORD-520070,SKU-10230,SUP-224,2024-01-24,2024-02-02,,Lost,FreightCo,30,8.1,Customs Hold,,False,False,True,False,False
SHP-900324,ORD-514418,SKU-10173,SUP-202,2024-01-18,2024-01-27,2024-01-27,Delivered,USPS,2,5.15,,0.0,True,False,False,False,True
SHP-900325,ORD-528245,SKU-10304,SUP-221,2024-01-31,2024-02-07,2024-02-14,Delayed,UPS,32,17.06,Address Issue,7.0,False,True,False,False,False
SHP-900326,ORD-525389,SKU-10329,SUP-233,2024-01-27,2024-02-01,,In-Transit,UPS,21,9.36,,,False,False,False,True,False
SHP-900327,ORD-524996,SKU-10461,SUP-246,2024-01-26,2024-02-02,2024-02-01,Delivered,FedEx,11,6.19,,-1.0,True,False,False,False,True
SHP-900328,ORD-517278,SKU-10157,SUP-204,2024-01-21,2024-01-29,2024-01-30,Delivered,DHL,43,21.01,,1.0,True,True,False,False,False
SHP-900329,ORD-506481,SKU-10365,SUP-221,2024-01-09,2024-01-17,2024-01-18,Delivered,FreightCo,17,7.2,,1.0,True,True,False,False,False
SHP-900330,ORD-508020,SKU-10015,SUP-241,2024-01-11,2024-01-18,2024-01-19,Delivered,DHL,10,5.69,,1.0,True,True,False,False,False
SHP-900331,ORD-509100,SKU-10261,SUP-243,2024-01-10,2024-01-14,2024-01-19,Delayed,DHL,23,12.49,Address Issue,5.0,False,True,False,False,False
SHP-900332,ORD-517476,SKU-10059,SUP-240,2024-01-19,2024-01-22,2024-01-23,Delivered,FreightCo,49,14.28,,1.0,True,True,False,False,False
SHP-900333,ORD-508589,SKU-10071,SUP-234,2024-01-09,2024-01-13,2024-01-14,Delivered,UPS,7,7.61,,1.0,True,True,False,False,False
SHP-900334,ORD-529161,SKU-10470,SUP-215,2024-02-01,2024-02-05,2024-02-06,Delivered,DHL,21,11.47,,1.0,True,True,False,False,False
SHP-900335,ORD-524515,SKU-10226,SUP-214,2024-01-25,2024-02-04,2024-02-05,Delivered,FreightCo,42,7.58,,1.0,True,True,False,False,False
SHP-900336,ORD-527274,SKU-10074,SUP-206,2024-01-30,2024-02-04,2024-02-11,Delayed,FreightCo,27,8.02,Weather Delay,7.0,False,True,False,False,False
SHP-900337,ORD-523872,SKU-10213,SUP-210,2024-01-26,2024-02-01,2024-02-01,Delivered,UPS,46,7.85,,0.0,True,False,False,False,True
SHP-900338,ORD-529363,SKU-10245,SUP-202,2024-01-30,2024-02-02,2024-02-01,Delivered,UPS,22,10.57,,-1.0,True,False,False,False,True
SHP-900339,ORD-501503,SKU-10029,SUP-218,2024-01-03,2024-01-07,2024-01-09,Delivered,FreightCo,46,10.72,,2.0,True,True,False,False,False
SHP-900340,ORD-509936,SKU-10453,SUP-209,2024-01-10,2024-01-19,2024-01-18,Delivered,FreightCo,26,15.05,,-1.0,True,False,False,False,True
